Gen1:1 [1]起初[2]神[3]创造[4]诸天与地，
2Ch20:19 属哥辖子孙和可拉子孙的利未人都起来，用极大的声音赞美耶和华以色列的神。
2Ch20:20 次日清早，众人起来出到提哥亚的旷野去。出去的时候，约沙法站着说，犹大人和耶路撒冷的居民哪，你们听我说；相信耶和华你们的神，就必稳固；相信祂的申言者，就必亨通。
2Ch20:21 约沙法既与民商议了，就设立一些人，穿着圣别的礼服走在军前，向耶和华歌唱，称谢说，当称谢耶和华，因祂的慈爱永远长存。
2Ch20:22 众人一开始欢呼歌唱赞美，耶和华就派伏兵击杀那来攻击犹大人的亚扪人、摩押人、和西珥山人，他们就被打败了。
2Ch20:23 亚扪人和摩押人起来，击杀住西珥山的人，将他们杀尽灭绝；灭尽住西珥山的人之后，他们又彼此自相击杀。
2Ch20:24 犹大人来到旷野的望楼，向那军众观看，见尸横遍地，没有一个逃脱的。
2Ch20:25 约沙法和他的百姓就来收取他们的掠物，在尸首中见了许多财物、珍宝，他们剥脱下来作为己有的，多得无法携带；因为甚多，直收取了三日。
2Ch20:26 第四日众人聚集在[1]比拉迦谷，在那里颂赞耶和华，因此那地方名叫比拉迦谷，直到今日。
2Ch20:27 犹大人和耶路撒冷人都欢欢喜喜的回耶路撒冷，约沙法率领他们；耶和华使他们因战胜仇敌而欢喜快乐。
2Ch20:28 他们弹琴、鼓瑟、吹号来到耶路撒冷，进了耶和华的殿。
2Ch20:29 各地诸国听见耶和华战败以色列的仇敌，就都畏惧神。
2Ch20:30 这样，约沙法的国得享太平，因为他的神使他四围平静。
2Ch20:31 约沙法作犹大王，登基的时候年三十五岁，在耶路撒冷作王二十五年；他母亲名叫阿苏巴，乃示利希的女儿。
2Ch20:32 约沙法行他父亲亚撒所行的道路，不偏离左右，行耶和华眼中看为正的事；
2Ch20:33 只是邱坛还没有废去，百姓也没有立定心意归向他们列祖的神。
2Ch20:34 约沙法其余的事，自始至终都写在哈拿尼的儿子耶户的年代志上，载入以色列诸王记中。
2Ch20:35 此后，犹大王约沙法与以色列王亚哈谢结盟；亚哈谢行恶太甚。
2Ch20:36 约沙法与他合伙造船要往他施去，他们在以旬迦别造船。
2Ch20:37 那时玛利沙人多大瓦的儿子以利以谢向约沙法预言，说，[1]因你与亚哈谢结盟，耶和华必破坏你所造的。后来那些船果然破坏，不能往他施去了。
2Ch21:1 约沙法与他列祖同睡，葬在大卫城，与他的列祖在一起。<br class="split">他儿子约兰接续他作王。
2Ch21:2 约兰有几个兄弟，就是约沙法的儿子亚撒利雅、耶歇、撒迦利雅、亚撒利雅、米迦勒、示法提雅；这些都是[1]犹大王约沙法的儿子。
2Ch21:3 他们的父亲将许多礼物，就是金银、宝物、和犹大的坚固城，赐给他们；但将国赐给约兰，因为他是长子。
2Ch21:4 约兰兴起治理他父亲的国，奋勇自强，就用刀杀了他的众兄弟和以色列的几个首领。
2Ch21:5 约兰登基的时候年三十二岁，在耶路撒冷作王八年。
2Ch21:6 他行以色列诸王所行的道路，与亚哈家所作的一样，因他娶了亚哈的女儿为妻，行耶和华眼中看为恶的事。
2Ch21:7 耶和华却因自己与大卫所立的[1]约，不肯灭大卫的家，并要照着自己所应许的，永远赐灯光与大卫和他的子孙。
2Ch21:8 约兰年间，以东人背叛，脱离了犹大的手下，自己立王。
2Ch21:9 约兰率领军长和所有的战车过去；他夜间起来，攻击那些包围他的以东人和车兵长。
2Ch21:10 这样，以东人背叛，脱离了犹大的手下，直到今日。那时，立拿人也背叛，脱离了犹大的手下，因为约兰离弃耶和华他列祖的神。
2Ch21:11 他又在犹大山地建筑邱坛，使耶路撒冷的居民行邪淫，引诱犹大人偏离正路。
2Ch21:12 申言者以利亚达信与约兰，说，耶和华你祖大卫的神如此说，因为你不行你父亲约沙法和犹大王亚撒所行的道路，
2Ch21:13 乃行以色列诸王所行的道路，使犹大人和耶路撒冷的居民行邪淫，像亚哈家使百姓行邪淫一样，又杀了你父家比你好的诸兄弟，
2Ch21:14 看哪，耶和华要降大灾殃击打你的百姓、你的儿女和妻子、并你一切所有的。
2Ch21:15 你的肠子必患病，日加沉重，以致你的肠子坠落下来。
2Ch21:16 以后，耶和华激动非利士人和靠近古实的亚拉伯人的灵，来攻击约兰。
2Ch21:17 他们上来攻击犹大，侵入境内，掳掠了王宫里所有的财物和他的儿女、妻子，除了他的小儿子约哈斯之外，没有留下一个儿子。
2Ch21:18 这一切事以后，耶和华击打约兰，使他的肠子患不能医治的病。
2Ch21:19 过了一段时间，约有二年，他的肠子坠落下来，病重而死。他的民没有为他烧什么物件，像从前为他列祖所烧的一样。
2Ch21:20 约兰登基的时候年三十二岁，在耶路撒冷作王八年。他去世无人悼惜，人将他葬在大卫城，只是不在诸王的坟墓里。
2Ch22:1 耶路撒冷的居民立约兰的小儿子[1]亚哈谢接续他作王，因为随同亚拉伯人上来攻营的一队军兵，曾杀了亚哈谢的众兄长；因此，犹大王约兰的儿子亚哈谢作了王。
2Ch22:2 亚哈谢登基的时候年[1]二十二岁，在耶路撒冷作王一年；他母亲名叫亚他利雅，是暗利的孙女。
2Ch22:3 亚哈谢也行亚哈家所行的道路，因为他母亲给他主谋，使他行恶。
2Ch22:4 他行耶和华眼中看为恶的事，像亚哈家一样；因他父亲死后有亚哈家的人给他主谋，使他败坏。
2Ch22:5 他照亚哈家的计谋而行，同以色列王亚哈的儿子约兰往基列的拉末去，与亚兰王哈薛争战。亚兰人打伤了约兰，
2Ch22:6 约兰回到耶斯列，医治在拉末与亚兰王哈薛打仗所受的伤。犹大王约兰的儿子[1]亚哈谢因为亚哈的儿子约兰病了，就下到耶斯列看望他。
2Ch22:7 亚哈谢去见约兰就被害了，这是出于神；因为他到了，就同约兰出去攻击宁示的孙子耶户，这耶户是耶和华所膏，使他剪除亚哈家的。
2Ch22:8 耶户讨亚哈家罪的时候，遇见犹大的众首领和亚哈谢的众侄子服事亚哈谢，就把他们都杀了。
2Ch22:9 亚哈谢藏在撒玛利亚，耶户寻找他，众人将他拿住，送到耶户那里，就杀了他，将他葬埋；因他们说，他是那全心寻求耶和华之约沙法的儿子。这样，亚哈谢的家无力保守国权。
2Ch22:10 亚哈谢的母亲亚他利雅见她儿子死了，就起来[1]剿灭犹大王室所有的后裔。
2Ch22:11 但王的女儿约示巴将亚哈谢的儿子约阿施从那些将要被杀的王子中偷出来，把他和他的乳母都藏在卧房里。约兰王的女儿约示巴是祭司耶何耶大的妻子，因她是亚哈谢的妹妹，她收藏了约阿施，躲避亚他利雅，亚他利雅就没有把他杀死。
2Ch22:12 约阿施和她们一同藏在神殿里六年；亚他利雅作了那地的王。
2Ch23:1 第七年，耶何耶大奋勇自强，将耶罗罕的儿子亚撒利雅、约哈难的儿子以实玛利、俄备得的儿子亚撒利雅、亚大雅的儿子玛西雅、细基利的儿子以利沙法这几个百夫长召来与自己立约。
2Ch23:2 他们走遍犹大，从犹大各城招聚利未人和以色列宗族的首领到耶路撒冷来。
2Ch23:3 全会众在神殿里与王立约。耶何耶大对他们说，看哪，王的儿子必当作王，正如耶和华指着大卫子孙所说的。
2Ch23:4 你们当这样行：你们祭司和利未人中，凡安息日进班的，三分之一要把守各门，
2Ch23:5 三分之一要在王宫，三分之一要在基址门；众百姓要在耶和华殿的院内。
2Ch23:6 除了祭司和供职的利未人之外，不准任何人进耶和华的殿；惟独他们可以进去，因为他们是圣别的；众百姓要遵守耶和华所吩咐的。
2Ch23:7 利未人要手中各拿兵器，四面围护王；凡擅入殿宇的，必被处死；王出入的时候，你们当跟随他。
2Ch23:8 利未人和犹大众人，都照着祭司耶何耶大一切所吩咐的去行，各带所管安息日进班出班的人来，因为祭司耶何耶大不许他们下班。
2Ch23:9 祭司耶何耶大将神殿里所藏大卫王的枪、盾牌、挡牌交给百夫长。
2Ch23:10 他又分派众民手中各拿兵器，在坛和殿那里，从殿右直到殿左，站在王子的四围。
2Ch23:11 于是他们领王子出来，给他戴上冠冕，将[1]律法书交给他，立他作王。耶何耶大和众子膏他，他们说，愿王万岁！
2Ch23:12 亚他利雅听见民奔走赞美王的声音，就进耶和华的殿，到民那里，
2Ch23:13 看见王站在殿入口的柱旁，百夫长和吹号的人在王左右，那地的众民欢乐吹号，又有歌唱的，用各样的乐器领人赞美；亚他利雅就撕裂衣服，说，反了！反了！
2Ch23:14 祭司耶何耶大带管辖军兵的百夫长出来，对他们说，将她赶出班外，凡跟随她的必用刀杀死；因为祭司说，不可在耶和华的殿里杀她。
2Ch23:15 众兵就闪开让她去；她经由王宫马门的入口处进王宫时，他们便在那里把她杀了。
2Ch23:16 耶何耶大与众民和王立约，使他们作耶和华的民。
2Ch23:17 于是众民都到巴力庙，拆毁了庙，将巴力的坛和像打碎，又在坛前将巴力的祭司玛坦杀了。
2Ch23:18 耶何耶大派官看守耶和华的殿，是在祭司利未人手下；这些祭司利未人是大卫所分派，照管耶和华的殿，照摩西律法上所写，给耶和华献上燔祭，并按大卫所定的例，欢乐歌唱的。
2Ch23:19 他又设立守门的把守耶和华殿的各门，无论为何事不洁净的人，都不准进去。
2Ch23:20 他率领百夫长和贵胄，与民间的官长，并那地的众民，请王从耶和华的殿下来，经上门进入王宫，立王坐在国位上。
2Ch23:21 那地的众民都欢乐，合城都安静；众人已将亚他利雅用刀杀了。
2Ch24:1 约阿施登基的时候年七岁，在耶路撒冷作王四十年。他母亲名叫西比亚，是别是巴人。
2Ch24:2 祭司耶何耶大在世的一切日子，约阿施行耶和华眼中看为正的事。
2Ch24:3 耶何耶大为他娶了两个妻子，他就生儿生女。
2Ch24:4 此后，约阿施心中有意重修耶和华的殿，
2Ch24:5 便招聚众祭司和利未人，对他们说，你们要往犹大各城去，向以色列众人收集捐银，每年可以修理你们神的殿；你们要急速办理这事。只是利未人不急速办理。
2Ch24:6 于是王召了祭司长耶何耶大来，对他说，从前耶和华的仆人摩西，为见证的帐幕向以色列会众所规定的捐项，你为何不要求利未人，从犹大和耶路撒冷带来作修理殿的费用呢？
2Ch24:7 因为那恶妇亚他利雅的众子曾拆毁神的殿，甚至用耶和华殿中所有分别为圣的物供奉诸巴力。
2Ch24:8 于是王下令，众人作了一个柜子，放在耶和华殿的门外。
2Ch24:9 又通告犹大和耶路撒冷的百姓，要将神仆人摩西在旷野向以色列人所规定的捐项，给耶和华带来。
2Ch24:10 众首领和百姓都欢欢喜喜的将银子带来，投入柜中，直到捐完。
2Ch24:11 每逢利未人把柜抬到王所派的司事面前，见银子多了，王的书记和祭司长的属员就来将柜倒空，然后将柜抬回原处。他们天天都这样作，收集的银子甚多。
2Ch24:12 王与耶何耶大将银子交给作耶和华殿里办事的人，他们就雇了石匠、木匠，重修耶和华的殿；又雇了铁匠、铜匠，修理耶和华的殿。
2Ch24:13 工人操作，修复的工作在他们手中不断进行；他们将神的殿修造得与先前一样，而且甚是坚固。
2Ch24:14 工程完了，他们就把余下的银子拿到王与耶何耶大面前，用以制造耶和华殿事奉和献祭所用的器皿，以及调羹和金银的器皿。耶何耶大在世的一切日子，众人常在耶和华殿里献燔祭。
2Ch24:15 耶何耶大年纪老迈，日子满足而死；死的时候年一百三十岁。
2Ch24:16 人将他葬在大卫城，与诸王在一起，因为他在以色列人中行善，对神和神的殿也作了美善的事。
2Ch24:17 耶何耶大死后，犹大的众首领来朝拜王；王就听从他们。
2Ch24:18 他们离弃耶和华他们列祖之神的殿，去事奉亚舍拉和偶像；因他们这罪过，就有忿怒临到犹大和耶路撒冷。
2Ch24:19 但神仍遣申言者到他们那里，引导他们归向耶和华；这些申言者向他们作见证，他们却不肯听。
2Ch24:20 那时，神的灵披戴在祭司耶何耶大的儿子撒迦利亚身上，他就站在民以上，对他们说，神如此说，你们为何干犯耶和华的诫命，以致不得亨通呢？因为你们离弃耶和华，所以祂也离弃你们。
2Ch24:21 众民同谋要害撒迦利亚，就照王的吩咐，在耶和华殿的院内用石头打死他。
2Ch24:22 这样，约阿施王不想念撒迦利亚的父亲耶何耶大向自己所施的恩慈，杀了他的儿子；撒迦利亚临死的时候说，愿耶和华鉴察伸冤！
2Ch24:23 次年岁首，亚兰人的军兵上来攻击约阿施，来到犹大和耶路撒冷，从民中杀了他们的众首领，将所掠的一切财货送到大马色王那里。
2Ch24:24 亚兰人的军兵虽然只来了一小队，耶和华却将大队的军兵交在他们手里，是因犹大人离弃耶和华他们列祖的神，所以藉亚兰人向约阿施执行惩罚。
2Ch24:25 亚兰人离开了约阿施，离去时，他正患重病；他的臣仆同谋背叛他，要报祭司耶何耶大儿子流血之仇；他们把他杀在床上，他就死了，人将他葬在大卫城，只是不葬在诸王的坟墓里。
2Ch24:26 同谋背叛他的是亚扪妇人示米押的儿子撒拔，和摩押妇人示米利的儿子约萨拔。
2Ch24:27 至于他的众子和许多警戒他的谕言，并他重新建立神殿的事，都写在诸王记的评传上。<br class="split">他儿子亚玛谢接续他作王。
2Ch25:1 亚玛谢登基的时候年二十五岁，在耶路撒冷作王二十九年；他母亲名叫约耶但，是耶路撒冷人。
2Ch25:2 亚玛谢行耶和华眼中看为正的事，只是心不纯全。
2Ch25:3 国在他手中一坚定，他就把杀他父王的臣仆杀了；
2Ch25:4 但他没有将他们的儿子处死，是照摩西书上律法所写，耶和华所吩咐的，说，父亲不可因儿子的缘故被处死，儿子也不可因父亲的缘故被处死；各人要因自己的罪被处死。
2Ch25:5 亚玛谢招聚犹大人，按着全犹大和便雅悯的宗族，设立千夫长、百夫长，又数点他们，从二十岁以上，能拿枪拿盾牌出去打仗的精兵，共有三十万；
2Ch25:6 又用银子一百他连得，从以色列招募了十万大能的勇士。
2Ch25:7 有一个神人来见亚玛谢，说，王阿，不要让以色列的军兵与你同去，因为耶和华不与以色列人，不与任何以法莲的子孙同在。
2Ch25:8 你不如自己去打仗罢；当奋勇争战。不然神必使你倾败在敌人面前，因为神有能力帮助人得胜，也有能力使人倾败。
2Ch25:9 亚玛谢问神人说，我给了以色列军兵的一百他连得银子怎么样呢？神人说，耶和华能把比这更多的赐给你。
2Ch25:10 于是亚玛谢将从以法莲来的军兵分别出来，叫他们回自己的地方去。故此，他们甚恼怒犹大人，气忿忿的回自己的地方去了。
2Ch25:11 亚玛谢壮起胆来，率领他的民到盐谷，杀了西珥人一万。
2Ch25:12 犹大人又生擒了一万人，带到西拉的山崖顶，从那里把他们扔下去，以致他们都摔得粉身碎骨。
2Ch25:13 但亚玛谢所打发回去，不许一同出征的那些军兵攻打犹大诸城，从撒玛利亚直到伯和仑，杀了他们中间三千人，掠夺了许多财物。
2Ch25:14 亚玛谢杀了以东人回来时，也把西珥人的神像带回，立为自己的神，在它们面前叩拜烧香。
2Ch25:15 耶和华的怒气向亚玛谢发作，就差一个申言者去见他，说，这民的神不能救自己的民脱离你的手，你为何寻求它们呢？
2Ch25:16 申言者与王说话的时候，王对他说，我们何曾立你作王的谋士呢？你住口罢；为何要挨打呢？申言者就止住了；又说，我知道神定意要灭你，因为你行这事，不听从我出的主意。
2Ch25:17 犹大王亚玛谢与群臣商议，就差遣人去见耶户的孙子，约哈斯的儿子以色列王约阿施，说，你来，我们在战场上彼此见面。
2Ch25:18 以色列王约阿施差遣人去见犹大王亚玛谢，说，利巴嫩的蒺藜差遣人去见利巴嫩的香柏树，说，将你的女儿给我儿子为妻；然而利巴嫩有一只野兽经过，把蒺藜践踏了。
2Ch25:19 你说，看哪，我打败了以东人；你就心里高傲，自以为荣。如今你在家里安居就罢了；为何要惹祸，使自己和犹大国一同败亡呢？
2Ch25:20 亚玛谢却不肯听；这是出于神，好将他们交在敌人手里，因为他们寻求以东的神。
2Ch25:21 于是以色列王约阿施上来，在属犹大的伯示麦，与犹大王亚玛谢在战场上彼此见面。
2Ch25:22 犹大人败在以色列人面前，各人逃往自己的帐棚去了。
2Ch25:23 以色列王约阿施在伯示麦擒住约哈斯的孙子，约阿施的儿子犹大王亚玛谢，将他带到耶路撒冷，又拆毁耶路撒冷的城墙，从以法莲门直到角门，共四百肘。
2Ch25:24 他又将俄别以东所看守神殿里的一切金银和器皿，与王宫里的财宝，都拿了去，并带人去为质，就回撒玛利亚去了。
2Ch25:25 以色列王约哈斯的儿子约阿施死后，犹大王约阿施的儿子亚玛谢又活了十五年。
2Ch25:26 亚玛谢其余的事，自始至终，岂不都写在犹大和以色列诸王记上么？
2Ch25:27 自从亚玛谢转离而不跟从耶和华之后，在耶路撒冷有人结党背叛他，他就逃到拉吉；叛党却打发人追到拉吉，在那里将他杀了。
2Ch25:28 人就用马将他的尸首驮回去，葬在犹大京城，与他的列祖在一起。
2Ch26:1 犹大众民选取[1]乌西雅，立他接续他父亲亚玛谢作王，那时他年十六岁。
2Ch26:2 亚玛谢王与他列祖同睡之后，乌西雅修筑以禄，使其仍归犹大。
2Ch26:3 乌西雅登基的时候年十六岁，在耶路撒冷作王五十二年；他母亲名叫耶可利雅，是耶路撒冷人。
2Ch26:4 乌西雅行耶和华眼中看为正的事，是照他父亲亚玛谢一切所行的。
2Ch26:5 通晓神异象的撒迦利亚在世的日子，乌西雅定意寻求神；他寻求耶和华，神就使他亨通。
2Ch26:6 他出去攻击非利士人，拆毁了迦特的城墙、雅比尼的城墙、和亚实突的城墙；在非利士人中，在亚实突境内，又建筑了些城。
2Ch26:7 神帮助他攻击非利士人，和住在姑珥巴力的亚拉伯人，并米乌尼人。
2Ch26:8 亚扪人给乌西雅进贡；他的名声传到埃及的[1]边境，因他甚是强盛。
2Ch26:9 乌西雅在耶路撒冷的角门和谷门，并城墙转弯之处，建筑城楼，使其坚固。
2Ch26:10 又在旷野建筑望楼，挖了许多井，因他在低陆与平原的牲畜甚多；又在山地和肥美之地，有农夫和修理葡萄园的人，因为他喜爱农事。
2Ch26:11 乌西雅又有军兵，照书记耶利和官长玛西雅点阅所得的数目，在王的一位将军哈拿尼雅手下，分队出战。
2Ch26:12 宗族的首领，大能的勇士，总数共有二千六百人。
2Ch26:13 他们手下的军兵共有三十万七千五百人，都有大能，善于争战，帮助王攻击仇敌。
2Ch26:14 乌西雅为他们，就是为全军，预备盾牌、枪、盔、甲、弓、和甩石的机弦。
2Ch26:15 又在耶路撒冷制作巧匠设计的机器，安在城楼和角楼上，用以射箭并发大石。乌西雅的名声传到远方；因为他得了非常的帮助，甚是强盛。
2Ch26:16 他既强盛，就心高气傲，以致自招毁灭。他干犯耶和华他的神，进耶和华的殿，要在香坛上烧香。
2Ch26:17 祭司亚撒利雅跟着他进去，还有耶和华的祭司八十人和亚撒利雅在一起，都是英勇的人。
2Ch26:18 他们阻挡乌西雅王，对他说，乌西雅阿，给耶和华烧香不是你的事，乃是亚伦子孙作祭司的，就是那些分别出来烧香之人的事。你出圣所罢，因为你干犯了神，你必不会从耶和华神那里得尊荣。
2Ch26:19 乌西雅就发怒，他手里拿着香炉要烧香。他向祭司发怒的时候，在耶和华殿中香坛旁众祭司面前，额上忽然发出痲疯。
2Ch26:20 祭司长亚撒利雅和众祭司观看，见他额上发出痲疯，就催他离开那里；他自己也急速出去，因为耶和华击打了他。
2Ch26:21 乌西雅王患痲疯直到死日；他身患痲疯，住在别的宫里，因他从耶和华的殿被隔离了。他儿子约坦管理王家的事，治理那地的民。
2Ch26:22 乌西雅其余的事，自始至终都是亚摩斯的儿子申言者以赛亚所记的。
2Ch26:23 乌西雅与他列祖同睡，人将他葬在王陵的田间，与他的列祖在一起；因为人说，他是患痲疯的。<br class="split">他儿子约坦接续他作王。
2Ch27:1 约坦登基的时候年二十五岁，在耶路撒冷作王十六年；他母亲名叫耶路沙，是撒督的女儿。
2Ch27:2 约坦行耶和华眼中看为正的事，是照他父亲乌西雅一切所行的，只是不入耶和华的殿。百姓还是行败坏的事。
2Ch27:3 约坦建立耶和华殿的上门，在俄斐勒城墙上多有建造。
2Ch27:4 又在犹大山地建造城邑，在树林中建筑营寨和高楼。
2Ch27:5 约坦与亚扪人的王打仗胜了他们；当年亚扪人给他银子一百他连得、小麦一万[1]歌珥、大麦一万歌珥；第二年、第三年也是这样向他进贡。
2Ch27:6 约坦日渐强盛，因他在耶和华他的神面前坚守正道。
2Ch27:7 约坦其余的事和一切争战，并他所行的道路，都写在以色列和犹大诸王记上。
2Ch27:8 他登基的时候年二十五岁，在耶路撒冷作王十六年。
2Ch27:9 约坦与他列祖同睡，人将他葬在大卫城里。<br class="split">他儿子亚哈斯接续他作王。
2Ch28:1 亚哈斯登基的时候年二十岁，在耶路撒冷作王十六年。他不像他祖大卫行耶和华眼中看为正的事，
2Ch28:2 却行以色列诸王所行的道路，甚至为诸巴力制作铸像。
2Ch28:3 他又在[1]欣嫩子谷烧香，并且照着耶和华从以色列人面前赶出的外邦人所行可憎的事，用火焚烧他的儿女；
2Ch28:4 并在邱上、山冈上、各青翠树下献祭烧香。
2Ch28:5 所以，耶和华他的神将他交在亚兰王手里。亚兰人打败他，掳了他许多的民，带到大马色去。他又被交在以色列王手里，以色列王向他大行击杀。
2Ch28:6 利玛利的儿子比加，一天之内在犹大杀了十二万人，都是勇士，因为他们离弃了耶和华他们列祖的神。
2Ch28:7 有一个以法莲的勇士，名叫细基利，杀了王的儿子玛西雅、管理王宫的押斯利甘、和宰相以利加拿。
2Ch28:8 以色列人从他们的弟兄中，掳了妇人带儿女共有二十万，又从他们那里掠夺了许多的财物，将掠物带到撒玛利亚去了。
2Ch28:9 但那里有耶和华的一个申言者，名叫俄德，出去迎接来撒玛利亚的军兵，对他们说，看哪，因为耶和华你们列祖的神恼怒犹大人，所以将他们交在你们手里，你们竟在怒气中杀戮了他们，这怒气已经达到天上了。
2Ch28:10 如今你们又有意强逼犹大人和耶路撒冷人作你们的奴婢，你们岂不也有得罪耶和华你们神的事么？
2Ch28:11 现在你们当听我说，要将从你们弟兄中掳来的人释放回去，因为耶和华的烈怒已经临到你们。
2Ch28:12 于是，以法莲人的几个首领，就是约哈难的儿子亚撒利雅、米实利末的儿子比利家、沙龙的儿子耶希西家、和哈得莱的儿子亚玛撒，起来拦挡出兵回来的人，
2Ch28:13 对他们说，你们不可将这些被掳的人带到这里来，因为你们这样作，就是想要使我们得罪耶和华，加增我们的罪和过犯；我们的罪过甚大，已经有烈怒临到以色列了。
2Ch28:14 于是带兵器的人，将掳来的人口和掠来的财物，都留在众首领和全会众的面前。
2Ch28:15 以上题名的那些人就起来，将被掳的人领去；其中有赤身的，就从所掠的财物中拿出衣服来，给他们穿上。他们给这些人衣服穿，又给他们鞋子，并且给他们吃喝，用膏抹他们；其中有软弱的，就使他们骑驴，将他们送到棕树城耶利哥他们的弟兄那里；随后就回撒玛利亚去了。
2Ch28:16 那时，亚哈斯王差遣人去见亚述诸王，求他们帮助，
2Ch28:17 因为以东人又来攻击犹大，掳掠子民。
2Ch28:18 非利士人也来侵占低陆和犹大南方的城邑，取了伯示麦、亚雅仑、基低罗、梭哥和属梭哥的乡村、亭纳和属亭纳的乡村、瑾锁和属瑾锁的乡村，就住在那里。
2Ch28:19 因为以色列王亚哈斯在犹大放肆，大大干犯耶和华，所以耶和华使犹大卑微。
2Ch28:20 亚述王提革拉毗尼色到他那里，并没有加强他，反倒扰害他。
2Ch28:21 亚哈斯从耶和华殿里和王宫中，并首领家内取了一部分财宝给亚述王，这也无济于事。
2Ch28:22 这亚哈斯王在急难的时候，越发干犯耶和华；
2Ch28:23 他向那些攻击他的大马色之神献祭，说，因为亚兰诸王的神帮助他们，我也献祭与它们，它们好帮助我。但那些神使他和以色列众人倾败了。
2Ch28:24 亚哈斯将神殿里的器皿都聚了来，捣毁了，又封锁耶和华殿的门，并且在耶路撒冷各处的拐角为自己筑坛。
2Ch28:25 他又在犹大各城建造邱坛，向别神烧香，惹动耶和华他列祖之神的怒气。
2Ch28:26 亚哈斯其余的事，和他所行的一切道路，自始至终都写在犹大和以色列诸王记上。
2Ch28:27 亚哈斯与他列祖同睡，葬在耶路撒冷城里，没有送入以色列诸王的坟墓中。<br class="split">他儿子希西家接续他作王。
2Ch29:1 [1]希西家登基的时候年二十五岁，在耶路撒冷作王二十九年；他母亲名叫亚比雅，是撒迦利雅的女儿。
2Ch29:2 希西家行耶和华眼中看为正的事，是照他祖大卫一切所行的。
2Ch29:3 他在位第一年正月，开了耶和华殿的门，重新修理。
2Ch29:4 他叫众祭司和利未人来，聚集在东边的宽阔处，
2Ch29:5 对他们说，利未人哪，当听我说，现在你们要使自己分别为圣，又将耶和华你们列祖之神的殿分别为圣，从圣所中除去污秽之物。
2Ch29:6 我们的列祖不忠信，行了耶和华我们神眼中看为恶的事，离弃祂，转脸不顾耶和华的[1]居所，以背向着祂。
2Ch29:7 他们又封锁廊门，熄灭灯火，不在圣所中向以色列的神烧香，或献燔祭。
2Ch29:8 因此，耶和华的忿怒临到犹大和耶路撒冷，使其中的人成为令人惊恐、惊骇、嗤笑的因由，正如你们亲眼所见的。
2Ch29:9 所以我们的祖宗倒在刀下，我们的儿女妻子也被掳掠。
2Ch29:10 现在我心中有意与耶和华以色列的神立约，好使祂的烈怒转离我们。
2Ch29:11 我的众子阿，现在不要懈怠，因为耶和华拣选你们站在祂面前事奉祂，作服事祂、向祂烧香的人。
2Ch29:12 于是，利未人起来，哥辖的子孙中有亚玛赛的儿子玛哈和亚撒利雅的儿子约珥，米拉利的子孙中有亚伯底的儿子基士和耶哈利勒的儿子亚撒利雅，革顺的子孙中有薪玛的儿子约亚和约亚的儿子伊甸，
2Ch29:13 以利撒反的子孙中有申利和耶利，亚萨的子孙中有撒迦利雅和玛探雅，
2Ch29:14 希幔的子孙中有耶歇和示每，耶杜顿的子孙中有示玛雅和乌薛；
2Ch29:15 他们聚集他们的弟兄，使自己分别为圣，又照着王的吩咐，凭耶和华的话，进去洁净耶和华的殿。
2Ch29:16 祭司进入耶和华殿的内部，要洁净殿，将殿中所有污秽之物搬到耶和华殿的院子里，利未人接去，搬到外头汲沦溪边。
2Ch29:17 他们从正月初一日起，将殿分别为圣，初八日到了耶和华的殿廊，又用了八日将耶和华的殿分别为圣，到正月十六日才完成。
2Ch29:18 于是他们进去见希西家王，说，我们已将耶和华的全殿，燔祭坛与坛的一切器皿，陈设饼的桌子与桌子的一切器皿，都洁净了；
2Ch29:19 并且亚哈斯王在位干犯耶和华的时候所废弃的一切器皿，我们已预备齐全，且分别为圣了，现今都在耶和华的坛前。
2Ch29:20 于是希西家王清早起来，聚集城里的首领都上耶和华的殿。
2Ch29:21 他们牵了七只公牛、七只公羊、七只羊羔、七只公山羊，要为国、为圣所、为犹大人作赎罪祭。王吩咐亚伦的子孙众祭司，把这些献在耶和华的坛上。
2Ch29:22 他们宰了公牛，祭司把血接过来，洒在坛上；宰了公羊，把血洒在坛上；又宰了羊羔，也把血洒在坛上。
2Ch29:23 然后把作赎罪祭的公山羊牵到王和会众面前，他们就按手在其上。
2Ch29:24 祭司宰了羊，将血献在坛上作赎罪祭，为以色列众人遮罪，因为王吩咐将燔祭和赎罪祭为以色列众人献上。
2Ch29:25 王又派利未人在耶和华的殿中敲钹，鼓瑟，弹琴，乃照大卫、王的先见迦得、并申言者拿单所吩咐的，因为这是由耶和华藉申言者所吩咐的。
2Ch29:26 利未人拿大卫的乐器，祭司拿号，一同站立。
2Ch29:27 希西家吩咐在坛上献燔祭，燔祭一献，就唱赞美耶和华的歌，用号，并用以色列王大卫的乐器相和。
2Ch29:28 全会众都敬拜，歌唱的歌唱，吹号的吹号，如此直到燔祭献完了。
2Ch29:29 献完了祭，王和一切跟随的人都屈身敬拜。
2Ch29:30 希西家王与众首领，又吩咐利未人用大卫和先见亚萨的诗辞赞美耶和华；他们就欢欢喜喜的赞美耶和华，低头敬拜。
2Ch29:31 希西家说，你们既然[1]奉献自己归与耶和华，就要前来把祭物和感谢祭奉到耶和华殿里。会众就把祭物和感谢祭奉来，凡心中乐意的也将燔祭奉来。
